kegg_id,drug_name,drug_name_jp,drug_name_0_jp
D10654,Pevonedistat hydrochloride (JAN/USAN),,ペボネジスタット塩酸塩
D10655,Plazomicin sulfate (USAN); Zemdri (TN),,プラゾマイシン硫酸塩
D10656,Polmacoxib (USAN/INN),,ポルマコキシブ
D10657,Pradigastat sodium (USAN),,プラジガスタットナトリウム
D10658,Ralimetinib (USAN/INN),,ラリメチニブ
D10659,Ralimetinib mesylate (USAN),,ラリメチニブメシル酸塩
D10660,Relamorelin (USAN/INN),,レラモレリン
D10661,Ricolinostat (USAN/INN),,リコリノスタット
D10662,Rimegepant (USAN/INN),,リメゲパント
D10663,Rimegepant sulfate (USAN); Rimegepant sulfate hydrate (JAN); Nurtec odt (TN); Vydura (TN),,リメゲパント硫酸塩水和物
D10664,Pradigastat (USAN),,プラジガスタット
D10665,Samatasvir (USAN/INN),,サマタスビル
D10666,Sarecycline (USAN/INN),,サレサイクリン
D10667,Sarecycline hydrochloride (USAN); Seysara (TN),,サレサイクリン塩酸塩
D10668,Sarolaner (USAN/INN),,サロラナー
D10669,Sotagliflozin (USAN/INN); Inpefa (TN),,ソタグリフロジン
D10670,Tafenoquine succinate (USAN); Arakoda (TN); Krintafel (TN),,タフェノキンコハク酸塩
D10671,Taladegib (USAN/INN),,タラデギブ
D10672,Tilapertin (USAN/INN),,チラペルチン
D10673,Ubrogepant (USAN/INN); Ubrelvy (TN),,ユブロゲパント
D10674,Uprosertib (USAN/INN),,ユプロセルチブ
D10675,Valbenazine (USAN/INN),,バルベナジン
D10676,Etelcalcetide (USAN/INN); Velcalcetide,,エテルカルセチド
D10677,Etelcalcetide hydrochloride (JAN/USAN); Velcalcetide hydrochloride (USAN); Parsabiv (TN),パーサビブ,エテルカルセチド塩酸塩
D10678,Veledimex (USAN/INN),,べレジメクス
D10679,Venetoclax (JAN/USAN/INN); Venclexta (TN),ベネクレクスタ,ベネトクラクス
D10680,Vepoloxamer (USAN),,ベポロキサマー
D10681,Butyl stearate (NF); N-Butyl stearate,,ステアリン酸ブチル
D10682,Diethyl sebacate (NF),,セバシン酸ジエチル
D10683,Technetium Tc99m trofolastat chloride (USAN/INN),,テクネチウム トロフォラスタット塩化物
D10684,Antithrombin gamma (INN); Antithrombin gamma (genetical recombination) (JAN); Acoalan (TN),アコアラン,アンチトロンビンガンマ
D10685,Lumacaftor and ivacaftor; Orkambi (TN),,ルマカフトル・イバカフトル
D10686,Momfluorothrin (JAN),,モンフルオロトリン
D10687,Abametapir (USAN/INN); Xeglyze (TN),,アバメタピル
D10688,Abemaciclib (JAN/USAN/INN); Verzenio (TN),ベージニオ,アベマシクリブ
D10689,Amifampridine phosphate (JAN/USAN); Firdapse (TN),ファダプス,アミファンプリジンリン酸塩
D10690,Axelopran sulfate (USAN),,アクセロプラン硫酸塩
D10691,Bempedoic acid (JAN/USAN/INN); Nexletol (TN),,ベムペド酸
D10692,Benzhydrocodone hydrochloride (USAN),,ベンズヒドロコドン塩酸塩
D10693,Bradanicline hydrochloride (USAN),,ブラダニクリン塩酸塩
D10694,Briciclib sodium (USAN),,ブリシクリブナトリウム
D10695,"Butylene glycol (NF); 1,3-Butylene glycol",,ブチレングリコール
D10696,Capmatinib (USAN/INN),,カプマチニブ
D10697,Centanafadine (USAN/INN),,センタナファジン
D10698,Centanafadine hydrochloride (USAN),,センタナファジン塩酸塩
D10699,Cholic acid (JAN/USAN); Cholbam (TN),オファコル,コール酸
D10700,Dasotraline (USAN/INN),,ダソトラリン
D10701,Deutetrabenazine (USAN/INN); Austedo (TN),,デューテトラベナジン
D10702,Encenicline hydrochloride (USAN),,エンセニクリン塩酸塩
D10703,Esuberaprost sodium (USAN),,エスベラプロストナトリウム
D10704,Evofosfamide (JAN/USAN/INN),,エボホスファミド
D10705,Ferric citrate (USAN); Ferric citrate hydrate; Auryxia (TN),,クエン酸第二鉄
D10706,Flutafuranol F 18 (USAN),,フルタフラノール
D10707,Fostemsavir (USAN),,ホステムサビル
D10708,Fostemsavir tromethamine (USAN); Fostemsavir trometamol; Rukobia (TN),,ホステムサビルトロメタミン
D10709,Gilteritinib (USAN/INN),,ギルテリチニブ
D10710,Idalopirdine (USAN/INN),,イダロピルジン
D10711,Pemafibrate (JAN); Parmodia (TN),パルモディア,ペマフィブラート
D10712,Lanopepden (USAN/INN),,ラノペプデン
D10713,Lanopepden mesylate (USAN),,ラノペプデンメシル酸塩
D10714,Lauric acid (NF),,ラウリン酸
D10715,Mipsagargin (USAN/INN),,ミプサガルギン
D10716,Motolimod (USAN/INN),,モトリモド
D10717,Napabucasin (JAN/USAN/INN),,ナパブカシン
D10718,Omipalisib (USAN/INN),,オミパリシブ
D10719,Onalespib (USAN/INN),,オナレスピブ
D10720,Orilotimod potassium (USAN),,オリロチモドカリウム
D10721,Peficitinib hydrobromide (JAN/USAN); Smyraf (TN),スマイラフ,ペフィシチニブ臭化水素酸塩
D10722,Pretomanid (USAN/INN); Pretomanid (TN),,プレトマニド
D10723,Rabacfosadine (USAN/INN),,ラバクホサジン
D10724,Rabacfosadine succinate (USAN),,ラバクホサジンコハク酸塩
D10725,Ralinepag (USAN/INN),,ラリネパグ
D10726,Relebactam (USAN); Relebactam hydrate (JAN),,レレバクタム水和物
D10727,Sodium zirconium cyclosilicate (USAN); Sodium zirconium cyclosilicate hydrate (JAN); Lokelma (TN),ロケルマ,ジルコニウムシクロケイ酸ナトリウム水和物
D10728,Solcitinib (USAN/INN),,ソルシチニブ
D10729,Sonidegib phosphate (USAN); Sonidegib diphosphate; Odomzo (TN),,ソニデギブリン酸塩
D10730,Spebrutinib (USAN/INN),,スペブルチニブ
D10731,Spebrutinib besylate (USAN),,スペブルチニブベシル酸塩
D10732,Talazoparib (USAN/INN),,タラゾパリブ
D10733,Talazoparib tosylate (USAN); Talazoparib tosilate (JAN); Talzenna (TN),ターゼナ,タラゾパリブトシル酸塩
D10734,Temsavir (USAN/INN),,テムサビル
D10735,Toreforant (USAN/INN),,トレホラント
D10736,Toreforant tartrate (USAN),,トレホラント酒石酸塩
D10737,Verosudil (USAN/INN),,ベロスジル
D10738,Verosudil hydrochloride (USAN),,ベロスジル塩酸塩
D10739,Verubecestat (JAN/USAN/INN),,ベルベセスタット
D10740,Axelopran (USAN/INN),,アクセロプラン
D10741,Idarucizumab (USAN/INN); Idarucizumab (genetical recombination) (JAN); Praxbind (TN),プリズバインド,イダルシズマブ
D10742,Rolapitant (USAN/INN); Varubi (TN),,ロラピタント
D10743,Vildagliptin and metformin hydrochloride,エクメット,ビルダグリプチン・メトホルミン塩酸塩
D10744,Tiotropium and olodaterol; Spiolto (TN); Stiolto respimat (TN),スピオルト,チオトロピウム・オロダテロール
D10745,"Ombitasvir, paritaprevir and ritonavir; Technivie (TN)",,オムビタスビル・パリタプレビル・リトナビル
D10746,Esflurbiprofen and mentha oil; Loqoa (TN),ロコア,エスフルルビプロフェン・ハッカ油
D10747,Idalopirdine hydrochloride (JAN),,イダロピルジン塩酸塩
D10748,Chaste berry extract,,チェストベリー乾燥エキス
D10749,Pitolisant (USAN/INN); Wakix (TN); Ozawade (TN),,ピトリサント
D10750,Isavuconazole (INN); Cresemba (TN),,イサブコナゾール
D10751,Naltrexone and bupropion; Contrave (TN),,ナルトレキソン・ブプロピオン
D10752,Empagliflozin and metformin; Synjardy (TN),,エンパグリフロジン・メトホルミン
D10753,Atazanavir and cobicistat; Evotaz (TN),,アタザナビル・コビシスタット
D10754,Lamivudine and raltegravir; Lamivudine and raltegravir potassium; Dutrebis (TN),,ラミブジン・ラルテグラビル
D10755,"Elvitegravir, cobicistat, emtricitabine and tenofovir alafenamide; Genvoya (TN)",ゲンボイヤ,エルビテグラビル・コビシスタット・エムトリシタビン・テノホビルアラフェナミド
D10756,"Elvitegravir, cobicistat, emtricitabine and tenofovir disoproxil; Stribild (TN)",,エルビテグラビル・コビシスタット・エムトリシタビン・テノホビルジソプロキシル
D10757,Nonacog beta pegol (INN); Nonacog beta pegol (genetical recombination) (JAN); Refixia (TN),レフィキシア,ノナコグベータペゴル
D10758,Turoctocog alfa pegol (genetical recombination) (JAN); Esperoct (TN),イスパロクト,ツロクトコグアルファペゴル
D10759,Damoctocog alfa pegol (INN); Damoctocog alfa pegol (genetical recombination) (JAN); Jivi (TN),ジビイ,ダモクトコグアルファペゴル
D10760,Rurioctocog alfa pegol (genetical recombination) (JAN),アディノベイト,ルリオクトコグアルファペゴル
D10761,Polatuzumab vedotin (USAN); Polatuzumab vedotin (genetical recombination) (JAN); Polatuzumab vedotin-piiq; Polivy (TN),ポライビー,ポラツズマブベドチン
D10762,Fosravuconazole L-lysine ethanolate (JAN),ネイリン,ホスラブコナゾールL-リシンエタノール付加物
D10763,Quercus salicina leaf (Non-JPS); Querci folium,,ウラジロガシ
D10764,Allium chinense bulb (Non-JPS); Allii chinensis bulbus,,ガイハク
D10765,Panax notoginseng root (Non-JPS); Powdered panax notoginseng root (Non-JPS); Panacis notoginseng radix,,サンシチニンジン
D10766,Osimertinib mesylate (USAN); Osimertinib mesilate (JAN); Tagrisso (TN),タグリッソ,オシメルチニブメシル酸塩
D10767,Alpinia katumadai seed (Non-JPS); Alpiniae katsumadai semen,,ソウズク
D10768,Bamboo leaf (Non-JPS); Phyllostachydis folium,,チクヨウ
D10769,Melilot (Non-JPS),,メリロート
D10770,Albutrepenonacog alfa (INN); Albutrepenonacog alfa (genetical recombination) (JAN); Idelvion (TN),イデルビオン,アルブトレペノナコグアルファ
D10771,Octocog beta (genetical recombination) (JAN),コバールトリイ,オクトコグベータ
D10772,Lascufloxacin hydrochloride (JAN); Lasvic (TN),ラスビック,ラスクフロキサシン塩酸塩
D10773,Atezolizumab (USAN/INN); Atezolizumab (genetical recombination) (JAN); Tecentriq (TN),テセントリク,アテゾリズマブ
D10774,"Vonoprazan, amoxicillin and metronidazole; Vonopion (TN)",ボノピオン,ボノプラザン・アモキシシリン・メトロニダゾール
D10775,"Vonoprazan, amoxicillin and clarithromycin; Vonosap (TN); Voquenza (TN)",ボノサップ,ボノプラザン・アモキシシリン・クラリスロマイシン
D10776,Obiltoxaximab (USAN/INN); Anthim (TN),,オビルトキサキシマブ
D10777,Daratumumab (USAN); Daratumumab (genetical recombination) (JAN); Darzalex (TN),ダラザレックス,ダラツムマブ
D10778,Elbasvir and grazoprevir; Zepatier (TN),,エルバスビル・グラゾプレビル
D10779,Ceftazidime and avibactam; Avycaz (TN); Zavicefta (TN),ザビセフタ,アビバクタムナトリウム・セフタジジム水和物
D10780,Perampanel hydrate (JAN); Fycompa (TN),フィコンパ,ペランパネル水和物
D10781,Deoxycholic acid (NF/INN); Kybella (TN),,デオキシコール酸
D10782,Hedysarum root (JP18); Hedysari radix,シンギ,シンギ
D10783,Zanthoxylum peel (Non-JPS); Zanthoxyli pericarpium,,ショクショウ
D10784,Bamboo sap (Non-JPS); Phyllostachydis succus,,チクレキ
D10785,Dried egg yoak powder (Non-JPS); Vitellus,,ランオウ末
D10786,Plum bark (Non-JPS); Pruni salicinae cortex,,リヒ
D10787,Daunorubicin citrate; Daunoxome (TN),,ダウノルビシンクエン酸塩
D10788,Maxacalcitol and betamethasone butyrate propionate; Marduox (TN),マーデュオックス,マキサカルシトール・ベタメタゾン酪酸エステルプロピオン酸エステル
D10789,Encenicline hydrochloride hydrate (JAN); Encenicline hydrochloride monohydrate,,エンセニクリン塩酸塩水和物
D10790,Mirogabalin besylate (USAN); Mirogabalin besilate (JAN),タリージェ,ミロガバリンベシル酸塩
D10791,Nusinersen sodium (JAN); Spinraza (TN),スピンラザ,ヌシネルセンナトリウム
D10792,Adapalene and benzoyl peroxide; Epiduo (TN),エピデュオ,アダパレン・過酸化ベンゾイル
D10793,"Sodium picosulfate hydrate, magnesium oxide and citric acid, anhydrous; Picoprep (TN); Prepopik (TN); Clenpiq (TN)",ピコプレップ,ピコスルファートナトリウム水和物・酸化マグネシウム・無水クエン酸
D10794,Patisiran sodium (JAN); Onpattro (TN),オンパットロ,パチシランナトリウム
D10795,Elobixibat hydrate (JAN); Goofice (TN),グーフィス,エロビキシバット水和物
D10796,Elobixibat (USAN/INN),,エロビキシバット
D10797,Copanlisib hydrochloride (USAN),,コパンリシブ塩酸塩
D10798,Copanlisib hydrochloride hydrate (JAN); Aliqopa (TN),,コパンリシブ塩酸塩水和物
D10799,Brilliant blue G (JAN); Tissueblue (TN),,ブリリアントブルーG
D10800,Gilteritinib fumarate (JAN/USAN); Xospata (TN),ゾスパタ,ギルテリチニブフマル酸塩
D10801,Letermovir (JAN/USAN/INN); Prevymis (TN),プレバイミス,レテルモビル
D10802,"Calcium carbonate (13C) (JAN); Carbonic-13C acid, calcium salt",,炭酸カルシウム
D10803,Plevitrexed (INN),,プレビトレキセド
D10804,Carteolol and latanoprost; Mikeluna (TN),ミケルナ,カルテオロール・ラタノプロスト
D10805,"Telmisartan, amlodipine and hydrochlorothiazide; Micatrio (TN)",ミカトリオ,テルミサルタン・アムロジピン・ヒドロクロロチアジド
D10806,Velpatasvir (JAN/USAN/INN),,ベルパタスビル
D10807,Pradimotide (JAN/INN),,プラジモチド
D10808,Durvalumab (USAN/INN); Durvalumab (genetical recombination) (JAN); Imfinzi (TN),イミフィンジ,デュルバルマブ
D10809,Guadecitabine sodium (JAN/USAN),,グアデシタビンナトリウム
D10810,Latromotide (JAN/INN),,ラトロモチド
D10811,Fentanyl hydrochloride (JAN); Ionsys (TN),,フェンタニル塩酸塩
D10812,Nalmefene hydrochloride hydrate (JAN); Nalmefene hydrochloride dihydrate; Selincro (TN),セリンクロ,ナルメフェン塩酸塩水和物
D10813,Cerliponase alfa (USAN/INN); Cerliponase alfa (genetical recombination) (JAN); Brineura (TN),ブリニューラ,セルリポナーゼアルファ
D10814,Glecaprevir (USAN/INN),,グレカプレビル
D10815,Glecaprevir hydrate (JAN),,グレカプレビル水和物
D10816,Pibrentasvir (JAN/USAN/INN),,ピブレンタスビル
D10817,Avelumab (USAN/INN); Avelumab (genetical recombination) (JAN); Bavencio (TN),バベンチオ,アベルマブ
D10818,Lonoctocog alfa (INN); Lonoctocog alfa (genetical recombination) (JAN); Afstyla (TN),エイフスチラ,ロノクトコグアルファ
D10819,Aflibercept beta (genetical recombination) (JAN),ザルトラップ,アフリベルセプトベータ
D10820,Olipudase alfa (USAN/INN); Olipudase alfa (genetical recombination) (JAN); Olipudase alfa-rpcp; Xenpozyme (TN),ゼンフォザイム,オリプダーゼアルファ
D10821,Emicizumab (USAN/INN); Emicizumab (genetical recombination) (JAN); Hemlibra (TN),ヘムライブラ,エミシズマブ
D10822,Ciprofloxacin hydrate (JAN); Ciprofloxacin hemiheptahydrate,,シプロフロキサシン水和物
D10823,Clopidogrel hydrochloride; Clopidogrel (TN),,クロピドグレル塩酸塩
D10824,Clopidogrel besilate; Clopidogrel besylate; Clopidogrel (TN),,クロピドグレルべシル酸塩
D10825,Opicapone (JAN/USAN/INN); Ongentys (TN),オンジェンティス,オピカポン
D10826,Saxagliptin and dapagliflozin; Qtern (TN),,サキサグリプチン・ダパグリフロジン
D10827,Sofosbuvir and velpatasvir; Epclusa (TN),エプクルーサ,ソホスブビル・ベルパタスビル
D10828,Lutetium (177Lu) chloride; EndolucinBeta (TN); Illuzyce (TN),,塩化ルテチウム
D10829,Rasagiline tartrate; Rasagiline (TN),,ラサギリン酒石酸塩
D10830,Efmoroctocog alfa (INN); Elocta (TN),,エフモロクトコグアルファ
D10831,Susoctocog alfa (INN); Susoctocog alfa (genetical recombination) (JAN); Obizur (TN),オビザー,スソクトコグアルファ
D10832,Darunavir and cobicistat; Prezcobix (TN); Rezolsta (TN),プレジコビックス,ダルナビルエタノール付加物・コビシスタット
D10833,Ferric maltol (USAN/INN); Accrufer (TN); Feraccru (TN),,マルトール第二鉄
D10834,Tenofovir disoproxil phosphate,,テノホビルジソプロキシルリン酸塩
D10835,Emtricitabine and tenofovir alafenamide; Descovy (TN),デシコビ,エムトリシタビン・テノホビルアラフェナミド
D10836,"Emtricitabine, rilpivirine and tenofovir alafenamide; Odefsey (TN)",オデフシィ,エムトリシタビン・リルピビリン・テノホビルアラフェナミド
D10837,Phenylephrine and ketorolac; Omidria (TN),,フェニレフリン・ケトロラク
D10838,"Abacavir, lamivudine and zidovudine; Trizivir (TN)",,アバカビル・ラミブジン・ジドブジン
D10839,Norelgestromin and ethinyl estradiol; Evra (TN); Xulane (TN); Zafemy (TN),,ノルエルゲストロミン・エチニルエストラジオール
D10840,Bimatoprost and timolol; Ganfort (TN),,ビマトプロスト・チモロールマレイン酸塩
D10841,Alendronic acid and colecalciferol; Adrovance (TN); Fosamax (TN),,アレンドロン酸・コレカルシフェロール
D10842,Simoctocog alfa (INN); Simoctocog alfa (genetical recombination) (JAN); Nuwiq (TN),ヌーイック,シモクトコグアルファ
D10843,Alipogene tiparvovec (INN); Glybera (TN),,アリポジーンティパルボベク
